62	0.01
63	0.01
65	0.01
66	0.07
67	0.02
68	0.05
71	0.42
103	0.99
106	0.99
80	0.04
81	0.06
98	0.06
101	0.65
99	0.78
112	1.0
116	1.0
78	0.02
79	0.01
84	0.25
89	0.67
85	0.19
86	0.13
88	0.37
95	0.93
111	1.0
113	0.5
114	0.5
96	0.94
90	0.16
92	0.26
93	0.1
94	0.57
118	1.0
97	0.53
83	0.41
91	0.2
102	0.1
104	0.36
105	0.35
110	0.75
117	0.97
115	1.0
107	0.46
109	0.46
119	1.0
120	1.0
76	0.23
77	0.2
82	0.25
87	0.25
108	1.0
72	0.38
100	0.83
64	0.07
69	0.49
70	0.57
74	0.32
75	0.38
73	0.74
