120	1	0.1155872892761822
120	2	0.1246549718274517
119	120	0.021519817143917888
119	3	0.1322486889126097
118	16	0.047646454629170484
118	33	0.033780194092229224
117	9	0.08126592241876557
117	59	0.07620379494328017
116	30	0.03437232350422127
116	60	0.026192952404257883
115	10	0.06140957579382884
115	57	0.05433739594237579
114	25	0.022691345641077686
114	29	0.02037729500495187
113	23	0.021978368619939924
113	114	0.000565372968216217
112	116	0.013572757501385486
112	35	0.0486748871823292
111	113	0.010918993943472415
111	28	0.03803793741588156
110	117	0.025517500068668084
110	50	0.08249057530145305
109	27	0.06864677966576936
109	40	0.09420651777703005
108	17	0.035253679734257304
108	18	0.0313681237650697
107	5	0.08910931373983264
107	109	0.005103337673357161
106	34	0.041981643487363586
106	46	0.038772057723941954
105	110	0.017747317768873127
105	115	0.030284310764101294
104	13	0.08027246549187769
104	51	0.08258083195092172
103	106	0.011237322149586618
103	37	0.04596321620842142
102	105	0.006568034377769783
102	104	0.0046197179775465304
101	14	0.06021040124495286
101	44	0.04678825286002691
100	31	0.08054502277668499
100	32	0.06481163940366494
99	22	0.08932990808953742
99	112	0.031295933094850154
98	101	0.0069775676585064235
98	55	0.04315702184351246
97	7	0.07728323145655751
97	8	0.07278406329445193
96	20	0.08460572486060375
96	54	0.050656724668332986
95	21	0.05151937383718627
95	111	0.025448997629839307
94	118	0.04544912873689794
94	52	0.060540104102940584
93	97	0.004848803678078717
93	94	0.004151869269431341
92	4	0.07086037221052403
92	93	0.0013553074664611892
91	107	0.025745017734970843
91	102	0.0042326908787572795
90	92	0.005729662191952464
90	11	0.07220607132083351
89	26	0.08221338144106904
89	49	0.07592928343107097
88	96	0.014705684770823976
88	95	0.01328472572715718
87	15	0.07263424979293918
87	48	0.10367799785174449
86	90	0.010072631014468375
86	88	0.005613486288694484
85	86	0.003750903342218344
85	56	0.07812361034805756
84	89	0.014160641988267275
84	39	0.12042886003057524
83	119	0.18858074345525092
83	91	0.013850279424964473
82	87	0.007636064078222177
82	45	0.07042584709270652
81	98	0.0165513871656292
81	24	0.08674605563383245
80	81	0.003386822099463433
80	99	0.010787134831895947
79	85	0.0106890635478295
79	84	0.011648324995239105
78	83	0.012072531384759555
78	79	0.0038877512400511544
77	82	0.007496408947704598
77	41	0.06484544838742323
76	77	0.0023891662898861722
76	108	0.038576513387099054
75	53	0.0954736769371275
75	61	0.05728540785425873
74	43	0.07019516893247232
74	75	0.0028196359127497794
73	38	0.05966478144978132
73	47	0.06483050791764805
72	100	0.014264497765126019
72	58	0.09946363144079594
71	103	0.02485197126303837
71	36	0.10418571379752692
70	19	0.09131794024319576
70	42	0.09576146756299539
69	6	0.0689282834449655
69	70	0.002404152625021014
68	80	0.01170759562276185
68	71	0.0038911173651251033
67	78	0.012047371879293544
67	68	0.003872104266557307
66	67	0.005365203816348432
66	12	0.09776246185097368
65	66	0.0033672122262207588
65	76	0.012078645893574415
64	69	0.011493879671640176
64	74	0.013825770395654597
63	65	0.007536245066256414
63	72	0.007358130022462252
62	63	0.0009590806101084058
62	64	0.0037682791256808245
62	73	0.009648611856822517
